RA,DEC
313.122624175901,-1.07271418379078
315.556484340485,-1.19794688025124
344.106130507723,-1.20750244538467
347.67488697392,-1.16352664240188
0.0134496078571746,-1.11301344626628
11.3885125876093,-1.10587836451809
19.5120156665204,-1.16639806267431
23.4224843630164,-1.15828552914922
331.692233711393,-0.688165251715097
336.013509576982,-0.724368518119187
352.323058528446,-0.672610362883926
23.7165225942469,-0.648426113748262
28.4966290310724,-0.750265642611719
31.6162621297534,-0.651059198450697
37.8597815837304,-0.792883223556017
37.8842585373323,-0.727643878208743
41.4893848678327,-0.753395217789961
45.2680576363977,-0.745945168392121
47.4919390668753,-0.694298329074222
312.717125024051,-0.322558260454065
313.839849591721,-0.413579920647891
317.929622353302,-0.248856488395138
333.199832514436,-0.29045759656666
341.697422003767,-0.263852447785998
350.824347972425,-0.239483862713839
13.7811167099387,-0.222228740737646
30.7545865096429,-0.272728287581334
43.355359126083,-0.232410857381325
46.556968691198,-0.340464036723585
358.797742767135,0.0856101636802815
14.1569731043814,0.103939913946512
20.3388396727462,0.090404442218584
23.2807695753751,0.175765569682665
333.085260750328,0.560605292772385
352.163296748106,0.571962551011217
2.93365809886131,0.523708282475594
7.94801601776955,0.558744343075504
32.1050138060741,0.510117790606365
41.9021404313856,0.451129404697651
59.5210878443608,0.608293340607971
317.311173104141,0.98382702981285
342.597000913062,0.877534266720753
2.13565726813739,1.03902131540046
2.78681739755173,0.845491751636741
14.7311087185298,1.00489384244208
18.4146132981145,0.874948669200677
20.5754792913138,1.00718226406046
49.9513552509132,0.933029810241292
322.824156561926,-0.872688439108666
327.798620953831,-0.943649825440354
333.043441038642,-0.9128472206279
349.373330859136,-0.851047751970847
350.146593271111,-0.880891750831499
355.184623255526,-0.887433930971596
41.7960130501665,-1.04391469984768
48.221058735049,-1.02473848954883
327.07144419407,-0.514642238822074
344.518573383289,-0.462271470064764
2.91657337819035,-0.473911892364552
4.88010828013454,-0.602958914670913
26.440949574676,-0.569133723510199
34.74917523162,-0.601293637275211
43.7633958648936,-0.612189533669636
49.0256540880379,-0.438734853982208
51.9847258166689,-0.471712966595296
311.71195285636,-0.0974314844147828
329.576171680863,-0.0120227019216645
351.096182726604,-0.108454318216963
351.101579440441,-0.0999749121352846
21.5514325681727,-0.024648961618419
43.7817355953233,-0.176948801485935
43.7982190153384,-0.180312254226378
59.3843393610137,-0.01318586597782
4.47584924973841,0.329271107098937
9.00254889981388,0.275884557097168
13.2408253682729,0.368770143748723
20.2973793073718,0.24801644933902
35.6238347935164,0.382677879268565
35.9008131285997,0.225625084715061
56.5286358936677,0.390282676590366
338.415786437906,0.669815574692963
340.993812099348,0.673813769861584
22.5146262017528,0.743329351757799
32.2014764303648,0.800366123907627
325.012042701463,1.21679216152232
349.505636390237,1.08700795324586
5.75733192526875,1.18335703597227
7.84982192070993,1.13982765144408
13.2528024238716,1.10941502831895
33.0017406609409,1.2256940511222
40.2004051704548,1.10487412441306
47.6172490903007,1.0976886752335
57.2880241699757,1.16300076533135
